TF	Gene	Region	importance	rho	importance_x_rho	importance_x_abs_rho	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name
6.891	7.0387	chr4:262000-263000	1.0695962893806452	-0.05264310675488221	0.05630687164649119	0.05630687164649119	True	6.891_extended_-/-	6.891_extended_-/-_(2g)	6.891_extended_-/-_(6r)
6.891	7.0387	chr1:274000-275000	0.028815220381995965	0.18883498563499307	0.005441321726903367	0.005441321726903367	True	6.891_extended_+/+	6.891_extended_+/+_(2g)	6.891_extended_+/+_(6r)
6.891	6.6873	chr4:128000-129000	0.5298586280859117	0.24754139255182445	0.1311619426519858	0.1311619426519858	True	6.891_extended_+/+	6.891_extended_+/+_(2g)	6.891_extended_+/+_(6r)
6.891	6.6873	chr1:21000-22000	0.6786754071306506	0.26647979898735946	0.1808532860698401	0.1808532860698401	True	6.891_extended_+/+	6.891_extended_+/+_(2g)	6.891_extended_+/+_(6r)
6.891	7.0387	chr1:75000-76000	0.026166118999640414	0.10849655337524662	0.002838933726667541	0.002838933726667541	True	6.891_extended_+/+	6.891_extended_+/+_(2g)	6.891_extended_+/+_(6r)
6.891	7.0387	chr1:414000-415000	0.0672105006542189	0.16998959413393552	0.011425085727749277	0.011425085727749277	True	6.891_extended_+/+	6.891_extended_+/+_(2g)	6.891_extended_+/+_(6r)
7.2312	7.4325	chr4:259000-260000	0.0817776932354237	0.3716557303212025	0.030393148303394662	0.030393148303394662	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.6232	chr3:387000-388000	0.03639207115612838	0.24267088837543108	0.008831296237279575	0.008831296237279575	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	8.375	chr3:121000-122000	0.3575033849064711	0.3883634188360281	0.1388412368077296	0.1388412368077296	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.4325	chr1:453000-454000	0.07460887835412494	0.46918367952766815	0.035005268071620535	0.035005268071620535	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.4325	chr3:245000-246000	0.03244589929958238	0.22633187448357622	0.007343541207779833	0.007343541207779833	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.0734	chr3:393000-394000	0.6143110657364282	0.10295948334416392	0.06324914994082537	0.06324914994082537	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.0734	chr3:98000-99000	0.15447350682897087	0.30602261439706013	0.04727238641488379	0.04727238641488379	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.6232	chr4:434000-435000	0.964635528451802	0.11528389937435868	0.11120694519496885	0.11120694519496885	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.6232	chr1:124000-125000	0.1351796656927394	0.3406873306265983	0.04605399945985533	0.04605399945985533	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.0734	chr4:205000-206000	0.27559717235821585	0.1890729249421742	0.05210796348356039	0.05210796348356039	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.0734	chr1:258000-259000	0.09264538690734328	0.26194983682066963	0.024268443982566376	0.024268443982566376	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.4325	chr4:401000-402000	0.3636002035764627	0.33031587508861565	0.12010291942675808	0.12010291942675808	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.0734	chr2:269000-270000	1.1957238719136074	0.15641022839853003	0.187023443907582	0.187023443907582	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
7.2312	7.4325	chr4:167000-168000	0.2484594988829804	0.3626297366065314	0.09009880263732598	0.09009880263732598	True	7.2312_extended_+/+	7.2312_extended_+/+_(4g)	7.2312_extended_+/+_(14r)
6.7822	6.8697	chr3:16000-17000	0.09066786826448399	0.3500728411643157	0.0317403582456598	0.0317403582456598	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1123	chr1:180000-181000	0.9941206428390615	0.3110511226921608	0.3092223420465427	0.3092223420465427	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1023	chr4:316000-317000	0.5577799477981339	0.2952668826352969	0.1646939463828336	0.1646939463828336	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1151	chr3:384000-385000	0.34280633392529164	0.11903819610131092	0.04080704760257034	0.04080704760257034	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1151	chr1:456000-457000	0.9240671359325126	0.1044146701886184	0.0964861652305345	0.0964861652305345	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1151	chr3:205000-206000	0.611827179368059	0.580803665260623	0.35535146828303726	0.35535146828303726	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1123	chr4:85000-86000	0.2010602206987631	0.2410050118957887	0.0484565208812753	0.0484565208812753	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1023	chr4:278000-279000	0.10941395590465718	0.03405377281574873	0.0037259579972495445	0.0037259579972495445	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1023	chr3:270000-271000	0.10978540888641411	0.022120917930469552	0.0024285540199394094	0.0024285540199394094	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1123	chr1:269000-270000	0.15463882420370173	0.45912241070464815	0.07099814975693583	0.07099814975693583	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1151	chr3:390000-391000	0.47690147166136193	0.08339148862116433	0.039769523647464985	0.039769523647464985	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1023	chr2:114000-115000	0.45704793895389856	0.14655645580928234	0.0669833260680206	0.0669833260680206	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1123	chr4:478000-479000	0.5152532718614813	0.2488761278221887	0.12823423914859897	0.12823423914859897	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1151	chr2:280000-281000	0.017340224467630908	0.22832695356963711	0.003959240626907848	0.003959240626907848	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
6.7822	7.1023	chr3:220000-221000	0.14524169917640042	0.047994798861301396	0.006970846138244983	0.006970846138244983	True	6.7822_extended_+/+	6.7822_extended_+/+_(6g)	6.7822_extended_+/+_(16r)
